data_collection_log_timestamp,SSEN-2503607020,SSEN-2506608140,SSEN-2509015020,SSEN-2518012120,SSEN-2521012110,SSEN-2522012150,SSEN-2803012140,SSEN-7900001010,SSEN-7900004087,SSEN-7991001005,SSEN-8034001010,SSEN-8079001005,SSEN-8103001005,SSEN-8184001005,SSEN-8184001020
2024-02-12 00:00:00+00:00,11014,21061,11427,12281,33567,35274,28842,31991,23367,7791,6787,636,10492,16033,17306
2024-02-12 01:00:00+00:00,19662,19022.5,48364,10092.5,28927.5,33158.5,32407.5,28107.5,15877,6886,5643.5,452,11633.5,15757.5,15442.5
2024-02-12 02:00:00+00:00,16286,16828,29317.5,8460.5,22420.5,24779.5,30920.5,26007,12608,5690.5,4615.5,371,11097,13369,13824.5
2024-02-12 03:00:00+00:00,13058,15620.5,15966.5,6953.5,20769.5,21378.5,25012,29601.5,11899.5,5442,3774.5,302.5,9072,11021.5,13953.5
2024-02-12 04:00:00+00:00,9471.5,15402,14368,6486.5,23164,17622,21078,31625.5,11709.5,5152,3636,375.5,8870,10411,12180.5
2024-02-12 05:00:00+00:00,9256.5,14975.5,12113.5,7407.5,25693,15883,18203.5,37927,11155,5070.5,3698,381,11598,9991,11674
2024-02-12 06:00:00+00:00,9679,17718,11362.5,8540.5,25728.5,15790,18228.5,33393.5,10759,5383,3705.5,563,10721.5,10569,13363.5
2024-02-12 07:00:00+00:00,6287,20881.5,10260,11157,24892,22918,23642.5,34928,14348.5,7349.5,4994.5,527,11199,15448.5,19631.5
2024-02-12 08:00:00+00:00,2682,23088.5,8699,10418.5,28090.5,26524,25854,39992,16318.5,8558,8397.5,455,12769,21937.5,25342
2024-02-12 09:00:00+00:00,3300,25589.5,8989,11079,29975,22711,31470.5,35869.5,19502.5,10943.5,8084,363.5,13890.5,24473.5,26980
2024-02-12 10:00:00+00:00,3062,28655.5,8471,12918.5,30055.5,23748.5,31553,33362,18908,12837,8448,401,13540.5,30679,28959
2024-02-12 11:00:00+00:00,4330.5,27362.5,7249.5,11946.5,33334,23565.5,34845,27518,17418,13781,8467,329,12259.5,28704,30861.5
2024-02-12 12:00:00+00:00,5396.5,26232,7079.5,11358.5,32682.5,19760.5,30109,32990.5,20281,12535.5,8798,438.5,15271.5,27123.5,31433
2024-02-12 13:00:00+00:00,6226,25601,5164,11343.5,29564,23522.5,30593,40284.5,19076.5,13539.5,10916,471.5,15356.5,32016,33502.5
2024-02-12 14:00:00+00:00,4331.5,22483.5,7081.5,12090,28846.5,23976,24228.5,36082.5,19454,10543.5,8813.5,501,13515.5,27472,29813
2024-02-12 15:00:00+00:00,4040,23814.5,6256.5,13073,29060.5,21425.5,25341,32573,17457.5,10285.5,6454.5,347,12987.5,25213.5,27289
2024-02-12 16:00:00+00:00,5061,23317,9950.5,11954,31927,24538,29086,37080.5,17690.5,9747,7991,326,13995.5,25561.5,28867.5
2024-02-12 17:00:00+00:00,4450.5,26868,10182,14851,35021.5,32150.5,34797,40409,20957.5,11425,9300.5,313.5,17597,29096.5,30968.5
2024-02-12 18:00:00+00:00,6242,31637,11405.5,20060,43663,39249.5,49769.5,55827.5,24920.5,14583.5,10815,949,20763.5,35566.5,34821
2024-02-12 19:00:00+00:00,7433,33282.5,10998,20092.5,42255,47048,53053.5,57133.5,33087.5,18952,10844,2236,19455.5,48072,40575
2024-02-12 20:00:00+00:00,7267.5,39381,12455,18191.5,45521.5,45511.5,42205,52764,32873.5,16861,11112,1929,19836,48074,36656.5
2024-02-12 21:00:00+00:00,6173,34373,10823.5,18075,36287,46227.5,42375,47880.5,30953.5,13510.5,10082.5,1921,17533.5,40231,36479
2024-02-12 22:00:00+00:00,4993.5,30788,7845,17285,34738.5,38478.5,37766.5,52490,24965.5,10798.5,10580.5,831.5,15983,34204.5,26974.5
2024-02-12 23:00:00+00:00,3388,22412.5,9369,15218.5,32424.5,28782.5,27768.5,38911.5,24098,8435,9092.5,1044.5,17223,25784.5,21630
2024-02-13 00:00:00+00:00,6884.5,24904,12952,12567.5,28210.5,32521.5,22707,33635,19812,7257.5,6498,395,14482.5,20637,17883
2024-02-13 01:00:00+00:00,17715,20769.5,51664.5,9825,23619,25450,25585.5,25131.5,15096.5,6072,5052,342,12033.5,16041.5,15346
2024-02-13 02:00:00+00:00,17621.5,16726,35001,8737.5,21539,19035,24251.5,25287.5,13277.5,5715,4499,384.5,10713.5,13180.5,12623
2024-02-13 03:00:00+00:00,13919,15095.5,16708.5,7752,19191,16435.5,22042.5,31675,11778.5,4891.5,4137,348.5,9651,12332,12013
2024-02-13 04:00:00+00:00,9680,14703.5,14068,7808.5,20026,16518,21197,34978,10892.5,5410,4119.5,238,10315.5,11934,12299
2024-02-13 05:00:00+00:00,6654.5,15150,14551.5,7556.5,20321,16951.5,19423,39012,9729.5,5115.5,4355.5,238,11831.5,11411.5,11862.5
2024-02-13 06:00:00+00:00,8497.5,19387,13026,8185,20806.5,18634,22973,38862,11360.5,5923.5,4105,546.5,11105,12602,15869
2024-02-13 07:00:00+00:00,5953,20981,11124.5,9945.5,24631,27569,26108.5,37661,13220.5,6936.5,5844,423.5,11144,16792,18390.5
2024-02-13 08:00:00+00:00,4031.5,22970,7227,13515,27642,29421,24922,43831,17625.5,9123.5,6968.5,396,13911,21064,26495.5
2024-02-13 09:00:00+00:00,4093,27241,8360,13852.5,29056.5,26994.5,27415.5,35328.5,17950,9998.5,6509,297,17198,22995.5,26836
2024-02-13 10:00:00+00:00,2479.5,28949,7997.5,14598.5,34302,29912.5,28857,32126.5,17720.5,10914.5,6624,350,14521.5,25308,30465
2024-02-13 11:00:00+00:00,2739.5,30208.5,6733,15311.5,31368.5,27176,26914,25504,18661.5,10483.5,7597,356.5,13566,25976,32197
2024-02-13 12:00:00+00:00,6058.5,24792.5,9143,16948.5,36472.5,28061,29453,31411.5,20192,11929,9512,758.5,12428.5,24797.5,31578.5
2024-02-13 13:00:00+00:00,5089.5,29162.5,10384,17807,39008.5,28051,29126.5,35064.5,20471.5,11475,11284.5,524,13246,28936.5,35626.5
2024-02-13 14:00:00+00:00,4466.5,26650.5,9717.5,16987,39032,26827.5,29698.5,33971,20616,10753.5,10548,701.5,13694,26652.5,35263.5
2024-02-13 15:00:00+00:00,3300,29910,7098.5,17797,36510.5,24619,28597.5,35031.5,16898,11050.5,9345,402,13041,25231,36300.5
2024-02-13 16:00:00+00:00,4046.5,28530.5,6761.5,19079,40862,27447,35176,40501.5,17708,10555,8559.5,333.5,17575.5,26450.5,32270
2024-02-13 17:00:00+00:00,4498,32553.5,9928.5,20727.5,42786,30079,43747,38167.5,19697.5,12828,11361.5,276,16904.5,29302.5,33935.5
2024-02-13 18:00:00+00:00,4570.5,36105.5,15436,19954,41098.5,39921,48129.5,49562.5,21618.5,13428,11057.5,335.5,18398.5,35846.5,39406.5
2024-02-13 19:00:00+00:00,5036.5,36969.5,13061,19892.5,41237,48513,48767.5,54879,29159,16915.5,11731.5,651.5,16406.5,40876.5,42373.5
2024-02-13 20:00:00+00:00,5378.5,37258,11165.5,20503,41653.5,45376,37510,54104.5,30041.5,17744.5,11261.5,1305,18300,40925,42795
2024-02-13 21:00:00+00:00,5928.5,38048.5,15110.5,21964.5,36600,42375,34376.5,58107,29012,13427.5,9826.5,1820.5,15982,31511,40151.5
2024-02-13 22:00:00+00:00,6305,34761.5,11900,20978.5,32029.5,41565.5,29821.5,50002,26849.5,12032.5,8464.5,1464,16173.5,27850,30188
2024-02-13 23:00:00+00:00,3860,33588.5,8125,14634,27945.5,30765,27519.5,36116,22400,8879,8434.5,563,12758.5,21793.5,24866.5
2024-02-14 00:00:00+00:00,9963,25930.5,9051,12222.5,23924.5,34977,24446.5,35071.5,19454.5,7660,7527,415.5,12897.5,16703,20052.5
2024-02-14 01:00:00+00:00,19343,19929,47663.5,10267.5,23696.5,29880.5,28038,26577,14995,6869.5,5579.5,383.5,10431,14284.5,15123.5
2024-02-14 02:00:00+00:00,15979.5,17487,32354,10643,21533.5,18860.5,25593.5,23533.5,12400.5,4702,4712.5,304.5,9414,12567,14394.5
2024-02-14 03:00:00+00:00,13795,17453.5,19060.5,8998.5,22511,16798.5,24740,28085.5,10199.5,4972,3935,302.5,9150.5,11426.5,12949.5
2024-02-14 04:00:00+00:00,6723.5,16088,16303.5,9260.5,18841.5,13963.5,23457,28029.5,9948.5,4697.5,3825,326,9953,10713.5,12729.5
2024-02-14 05:00:00+00:00,4241.5,16204,14597,9222.5,19866,14189.5,21278.5,33852.5,9945.5,4941.5,3566.5,314,11444,10327.5,12549
2024-02-14 06:00:00+00:00,6725.5,19109.5,12294.5,9943.5,23709.5,16706.5,21277.5,34385.5,10776.5,4833,3930,525,9747.5,11319.5,13074.5
2024-02-14 07:00:00+00:00,4419.5,19744,12039.5,10239.5,26427.5,21849.5,26227.5,34845.5,12411,6816.5,4701,341,11578,14440.5,19988
2024-02-14 08:00:00+00:00,4993,23237,10223.5,11231.5,24909,26846.5,27971.5,32971.5,15163,8211.5,6345,449.5,11583.5,22368.5,26146.5
2024-02-14 09:00:00+00:00,3647.5,27908.5,5637,14376,26319,27655.5,30131,30475.5,19235,8737.5,7355.5,354,15841.5,25363,29432
2024-02-14 10:00:00+00:00,3796,27563.5,5321,14564,25850,28778,28591.5,26026.5,18512,11079,7869,286.5,14466,29373.5,29324
2024-02-14 11:00:00+00:00,3196,29147.5,5670,13485.5,29594,26973.5,24620,30340.5,18548,9162.5,7071,352,13386.5,27075,35354.5
2024-02-14 12:00:00+00:00,2343.5,26127,5486.5,16450.5,31170.5,24664.5,24506,31167,19171.5,10535.5,8565.5,331,13179,25403.5,33378.5
2024-02-14 13:00:00+00:00,1519.5,24234.5,5135.5,15060,33577,24208,27274.5,39885.5,21487.5,8847,7818,392,14487.5,28792,35230.5
2024-02-14 14:00:00+00:00,2016.5,21549,6568,14512,33066.5,28122.5,28045.5,37342,19344.5,8551,7170,275.5,13418,23753.5,36597.5
2024-02-14 15:00:00+00:00,1902,26206.5,5648.5,16387.5,35619,28653.5,30501,31115.5,19064.5,8894.5,7830.5,286,11630.5,26613,35209
2024-02-14 16:00:00+00:00,2320,26998.5,5613.5,14298,29926.5,25356.5,29410.5,31636.5,18279,11576,7398.5,395,16459,24802.5,31868
2024-02-14 17:00:00+00:00,2248.5,30848,8131.5,18734,36638,28960,38321,35822.5,21383.5,11583,7954.5,438,14212.5,28397.5,32875.5
2024-02-14 18:00:00+00:00,5116.5,35090,10829.5,15919,38826.5,33920,44947.5,47282,27140.5,11884,8275,336.5,15140,33125,37649
2024-02-14 19:00:00+00:00,5309,39570,12910,15440.5,38633.5,37924.5,44407,44003,29131.5,16250,9259.5,1801,16596.5,38809.5,46797
2024-02-14 20:00:00+00:00,6450,35080,12957,15452.5,38699,44938.5,41619,41788,35345.5,13716,8829.5,896.5,14794,38784,47160
2024-02-14 21:00:00+00:00,4987,31339,12392.5,18575.5,36020,35893,37080,39657,27505.5,11998.5,8383,1004,14388.5,31765.5,39310.5
2024-02-14 22:00:00+00:00,4331.5,30584.5,9449.5,14973,31480,31671,29658,35531,22788,10730,8302,592.5,14570.5,29714.5,29704
2024-02-14 23:00:00+00:00,4384,28894,7346,11568.5,26962.5,26756.5,25033,37325.5,21226,10394.5,7659,538.5,12664.5,22674.5,24045
2024-02-15 00:00:00+00:00,6754,22166,11458,9168,21964,32083.5,23434,32612.5,17148.5,7980.5,6424.5,552,11591,18280.5,18458.5
2024-02-15 01:00:00+00:00,15304.5,18902.5,48611.5,9525,20016,28389,27660.5,28043,13940.5,6094.5,4350,395.5,9324.5,16190.5,16109
2024-02-15 02:00:00+00:00,14507.5,15858.5,27747.5,8445,18162,22361,22583.5,25163,12278,5993,3830,311,7890.5,13370,14419.5
2024-02-15 03:00:00+00:00,11793.5,14271.5,13094.5,8200.5,17494,17835,22814.5,29167.5,10861.5,5162,3836,312.5,7370.5,11944.5,13004
2024-02-15 04:00:00+00:00,8121.5,14957,12104.5,8074,19244.5,16950,18571.5,29187,8917,5386,3524.5,311.5,9421.5,10528.5,12648.5
2024-02-15 05:00:00+00:00,6484.5,13821,12277,8336,19711,17151.5,17189.5,35204,8735,5319.5,3542,295.5,11482,10648,12399
2024-02-15 06:00:00+00:00,7118.5,15931,10980.5,8634.5,20384.5,15542,16033,35123.5,10229.5,5841,3447,599,9158.5,10625.5,15639
2024-02-15 07:00:00+00:00,4213,18019,11620,8065,23087,21228.5,19228.5,34045,11530.5,8630,3866,364,9482.5,14579,18661
2024-02-15 08:00:00+00:00,1671,19679,5668,8123,22905,28073,20531.5,36524,15661.5,9211.5,5456,376,12587,21966,22902
2024-02-15 09:00:00+00:00,1669,21815.5,7094,10399.5,26816,28448.5,24664,31105.5,14845.5,8298,6423.5,702,12632,23718,24338
2024-02-15 10:00:00+00:00,2207,22213.5,5533.5,10673.5,26320.5,28272,27662,27817.5,14366.5,11584,7194,621,11080.5,27716.5,29411.5
2024-02-15 11:00:00+00:00,2637.5,21580.5,5126,10988.5,27205.5,25477.5,29385,25686,16719,10764.5,8081,251,11213.5,27439.5,34876
2024-02-15 12:00:00+00:00,3966.5,20786.5,3439.5,12659.5,27170,24456.5,27504.5,27364,16414.5,10442,8740,298.5,11009.5,28196,36390.5
2024-02-15 13:00:00+00:00,3904.5,22473,3701.5,12294.5,22523,22566.5,26493,35223.5,19394.5,11321,11432.5,338.5,12328.5,27936.5,33370
2024-02-15 14:00:00+00:00,2294,20975,6130,13586,27101,25156,26859,33170,16647.5,11730.5,8860,509,11590,26158,34847
2024-02-15 15:00:00+00:00,2585,22428.5,3989,10143.5,27708,22543.5,23837,31524,15333,8974.5,7299.5,447,10554.5,26488.5,38035
2024-02-15 16:00:00+00:00,4482.5,23624.5,4156,9732.5,31690,25831,25439.5,30458.5,15921,8872.5,8208.5,399.5,13003,26083,32045
2024-02-15 17:00:00+00:00,5254,26808,7628.5,12072.5,33627,29400.5,31171.5,35266,18764.5,10690,8555,334,13368.5,29730.5,31311
2024-02-15 18:00:00+00:00,6173,29782.5,8415,14382.5,35813,36806,40790,47555.5,22522.5,15198.5,8372.5,419,12462,33028.5,32816
2024-02-15 19:00:00+00:00,6812.5,33864.5,12558,16545,37328.5,44998,39408,47954,27679.5,16197,10140,499.5,16429.5,32594,37655
2024-02-15 20:00:00+00:00,6321.5,34816,13252.5,15647,37856,39357,34658.5,49143.5,29018,14607,8351,357.5,15812,35406.5,43798.5
2024-02-15 21:00:00+00:00,5506,30038,14100.5,13573.5,32484.5,32595,32259.5,46375,25822,11818.5,7924,622,13596.5,28677.5,41868
2024-02-15 22:00:00+00:00,5918,26840.5,7334,14609,29758.5,29254.5,28936,36971.5,23783,10321,6708.5,711,13335,28235.5,32692
2024-02-15 23:00:00+00:00,4741.5,25869,5628.5,14523,24157,25164,24987,29989,19897,8661,7395,482,12197.5,22549,24657.5
2024-02-16 00:00:00+00:00,6555.5,23171.5,7863,11797.5,21112.5,26590,23818,27426.5,18383.5,7809,5929,450.5,13246.5,16728,20781.5
2024-02-16 01:00:00+00:00,14629.5,18579,45322.5,9143,20645,21229,27516.5,22501.5,13726,7453,4652.5,396.5,10617.5,14422,16481.5
2024-02-16 02:00:00+00:00,12505,16743,29608.5,7854.5,18563,16279.5,25688,19647,11234,6101,4351,422,8094,13151.5,13906.5
2024-02-16 03:00:00+00:00,10324.5,15406,14792.5,7640,18107,14425.5,21946.5,24076.5,9691.5,5596,3604.5,246,7379,11835.5,12892.5
2024-02-16 04:00:00+00:00,5504,15346,11885,6935,15379,13564,16744.5,27294.5,9021,4637,3240,300,8174,11357.5,12801.5
2024-02-16 05:00:00+00:00,4514,15654,12891,6659,18926.5,14915,16842.5,29315.5,9587.5,4649.5,3605,349.5,10569.5,11188.5,13180.5
2024-02-16 06:00:00+00:00,2863,17007,12225.5,6993.5,19296.5,16124.5,18033,32669,10183,5421.5,3628,309.5,8162.5,12318,13935
2024-02-16 07:00:00+00:00,3178,17014,9763,7655,20979,21247,23948.5,31828.5,12091.5,7013.5,3826.5,227.5,9854.5,14813.5,18689.5
2024-02-16 08:00:00+00:00,1605,22150,7160,9401,23917,28755.5,27388,28720.5,15230.5,7476.5,6301.5,317,10117.5,21171,21967.5
2024-02-16 09:00:00+00:00,1762,28760.5,6182.5,11840.5,30075.5,28707,28870,37110.5,19140,8084.5,7027,418.5,15288.5,26783,29717
2024-02-16 10:00:00+00:00,1483,25309.5,4751.5,11802,32353.5,24858,30206,36877,20285.5,9778.5,7646,657,14848,28365.5,30352.5
2024-02-16 11:00:00+00:00,1675.5,27425.5,3926,11350,28586.5,26998,27479,34617,18282.5,10016.5,9747.5,532.5,17152.5,27088.5,35398
2024-02-16 12:00:00+00:00,4413.5,28352,5962,12735.5,31466,24288,23105.5,38423.5,18910.5,10458.5,11532,480.5,16004,29126,34061
2024-02-16 13:00:00+00:00,4842,26748.5,7147.5,11588.5,34713.5,25676,22900,39911.5,22120.5,8819,12644,314.5,14442,29260.5,39471.5
2024-02-16 14:00:00+00:00,3623.5,24718,9056,12339.5,29490.5,22297.5,25006,41253.5,17268,8137,9723,303.5,12972,25391.5,38853.5
2024-02-16 15:00:00+00:00,3345,24137,7623.5,11040,30979,24308.5,25850,34158.5,20598.5,8163.5,8589.5,272,15240,24709.5,33602.5
2024-02-16 16:00:00+00:00,3463,24617.5,5643.5,13371.5,33398.5,24547,26732.5,34542,18892,8881.5,9039,258,17666,26245.5,29513
2024-02-16 17:00:00+00:00,3458.5,29062.5,7158,14141.5,31598.5,29521,27940.5,40572,21095.5,10691,9891,351,16923.5,30347,31969
2024-02-16 18:00:00+00:00,4794,32140.5,8287,14051,35779,33532,37355,48885,25182.5,15089.5,9867.5,351,17382.5,30656.5,38282
2024-02-16 19:00:00+00:00,6697,36235,6531,12280.5,39168,39912.5,37990,48891,27888,15291.5,11490,662.5,15281.5,34060,35518
2024-02-16 20:00:00+00:00,6083.5,33410,6755.5,12817.5,33790,39582.5,36263.5,48376,31267.5,14748.5,9548,415,14106,33428.5,35097.5
2024-02-16 21:00:00+00:00,5320.5,33790.5,8537.5,12759,37183.5,35966,33443,46503,27112.5,10579,7510,697,17576,30462,33120.5
2024-02-16 22:00:00+00:00,5290,32393,7737,14127,28476.5,31946.5,27029.5,39742,24062.5,10099.5,8933.5,777.5,15505,26523.5,26579.5
2024-02-16 23:00:00+00:00,5824,29224.5,7021.5,11845.5,24522.5,25047,22754,30725,20750.5,7665.5,7599,392,13114,21968,22233.5
2024-02-17 00:00:00+00:00,8056.5,24667.5,11046,10230,25697,28826.5,22925,28711.5,20501.5,7496.5,6829,398,11435,17276,18789
2024-02-17 01:00:00+00:00,16224,21360,48367.5,8015,21482,24848.5,29136.5,21342.5,17111.5,7570.5,6258.5,461,9721.5,15262.5,15255.5
2024-02-17 02:00:00+00:00,15152,18790.5,22692.5,6357.5,19271.5,16569,25628,23524.5,14254,5580,5378.5,361,9085,13481,14225.5
2024-02-17 03:00:00+00:00,12226,15865.5,11943,6135.5,18567.5,15599,21973,28244.5,12953,5189.5,5624,337,7870,13045.5,13773.5
2024-02-17 04:00:00+00:00,8959,15795.5,11221,4926.5,16264,14124,20306.5,29940,11119.5,4434.5,5042.5,328.5,8954,11841,12943.5
2024-02-17 05:00:00+00:00,4530.5,15631.5,9335.5,4950.5,20777.5,13671,16792.5,31900.5,9304.5,4902,5063.5,303,11606.5,10530.5,12290.5
2024-02-17 06:00:00+00:00,2965,16709,8574,5935,20575,15373,15525.5,33554.5,9822,4841.5,5708.5,367.5,9194.5,10681,12794
2024-02-17 07:00:00+00:00,3718.5,20270,9959.5,7015.5,20100,20539,16233,32664.5,11165,5648.5,5236.5,372,9226.5,11751,13917.5
2024-02-17 08:00:00+00:00,2508,24265.5,5897.5,9130.5,26066,26006,21267,27060,13759,8207,7852.5,363,9814.5,15865,17895
2024-02-17 09:00:00+00:00,2870.5,26996.5,5835.5,10421.5,28483,26027,24459.5,28273,15879,8961,8998,429.5,11762.5,22889.5,20754
2024-02-17 10:00:00+00:00,3645,26894,4726.5,10038,28856.5,32226.5,26001.5,28702.5,20024.5,10888,8019,430,13599,27409.5,24238.5
2024-02-17 11:00:00+00:00,5673.5,28195,6230.5,13037,28962,26521,27795.5,34849,26799.5,9320.5,8430,1027.5,14713.5,25915.5,29495
2024-02-17 12:00:00+00:00,7376,28828,8588,15743.5,27344.5,28386,31022,36267.5,23793,11456,8561,821,12418.5,28803,31700.5
2024-02-17 13:00:00+00:00,3471.5,28700.5,9590.5,17353,29305,29492,31433.5,40451,24351.5,9717.5,8897.5,521.5,15445,27058.5,32273.5
2024-02-17 14:00:00+00:00,4799,31355.5,7607,16153.5,30013.5,26738,29560.5,47175.5,21526.5,8464.5,9077.5,389,14037.5,24609.5,34262
2024-02-17 15:00:00+00:00,4751.5,27372.5,5136.5,14910,28793,26609.5,31693.5,43908.5,20832.5,8060,8797.5,436,14560.5,24469,29828
2024-02-17 16:00:00+00:00,3650,27481.5,4833,13612.5,30688.5,25000.5,30160,45615.5,21645.5,9153.5,8781,1466.5,17729,24231,29973.5
2024-02-17 17:00:00+00:00,5144.5,31817.5,7667,13351.5,36837,33404.5,34956,44835,21595,11873,13817.5,1278,19070.5,26834,30147.5
2024-02-17 18:00:00+00:00,5723,35971.5,10617.5,14174.5,38743,42310,40358,49948,27968.5,15303.5,15031.5,624,18903,27962,35897.5
2024-02-17 19:00:00+00:00,6894,34729.5,9430.5,14200,33822.5,41896,43172.5,46836,30519,16611,11606.5,538.5,17836.5,30954,40154
2024-02-17 20:00:00+00:00,8474,33886.5,8537.5,14781.5,32262,42334,36937.5,46549.5,29497,12338.5,10241.5,375.5,16345.5,31544,40614.5
2024-02-17 21:00:00+00:00,6128.5,32922,6260,13468.5,34200.5,37361,33308.5,44402,29213,10763.5,7592.5,269,15648,25489.5,36110
2024-02-17 22:00:00+00:00,4124,34239,7281.5,13341,32018.5,34706,30129,39501,22315.5,8573,9348,319,16806.5,22764.5,28631
2024-02-17 23:00:00+00:00,3307,28452.5,6090.5,12086,27013.5,26589.5,25116.5,32087,20977,7981.5,9678,306.5,13468.5,18281.5,23316
2024-02-18 00:00:00+00:00,6451,23774,7848.5,9606.5,24461,26287.5,21838,31044,23174,9306,8185.5,285.5,11799.5,18535,19121.5
2024-02-18 01:00:00+00:00,14389,20631.5,47377,8453,21431.5,25221,27646.5,27382,17514.5,7830,6748.5,238,10285.5,16524.5,17015.5
2024-02-18 02:00:00+00:00,14992.5,17984.5,29244,8874,22647.5,16329,22723,26654.5,12378.5,6632.5,5402,294,9990.5,13919,15176.5
2024-02-18 03:00:00+00:00,9236,16793,15984,6780,18973,15197.5,18227,26322.5,9998.5,5364.5,4658.5,388.5,9383.5,11511.5,13830.5
2024-02-18 04:00:00+00:00,6188,15672,11564,7010,17907,14212.5,15931.5,31060,9346.5,4544,4440.5,351.5,9018,10758.5,13700.5
2024-02-18 05:00:00+00:00,5819.5,14976,11170,7445,18751,13347,14038,37581.5,9443.5,4565.5,4419,376,9345.5,10412.5,12565
2024-02-18 06:00:00+00:00,4162.5,15877.5,10443,7275,19427.5,15030.5,13100,34920.5,9810.5,4462,4539.5,367.5,8120,10684,12978.5
2024-02-18 07:00:00+00:00,3854,17236,6961,7950,20056,18847.5,15206.5,29528,11558.5,4682.5,5267,372,9470.5,11756.5,13505.5
2024-02-18 08:00:00+00:00,1560,20930,6533.5,10536,23890,20916,19730,22400.5,14227,7209,7929.5,437.5,11406.5,15096,17353.5
2024-02-18 09:00:00+00:00,1757,27513.5,5382.5,11172,31995.5,28615.5,23634.5,24851,16996,8189.5,8519,433,14031.5,19192,21163
2024-02-18 10:00:00+00:00,2174.5,28305,5679.5,13216.5,34009,25964.5,30133,28941,23194,8115.5,8120,265.5,14467,23201,25957
2024-02-18 11:00:00+00:00,4112.5,30265.5,8492,12628.5,35425,29405.5,32527.5,30605.5,23567,8992,10461,417.5,15381.5,28918.5,31596
2024-02-18 12:00:00+00:00,7586.5,25998.5,7280,12644,33961.5,33312.5,33040,36405.5,20823,12277,10376.5,350,16804.5,27583,31289.5
2024-02-18 13:00:00+00:00,6613.5,25343,10791,15643,33463,34194.5,31676,47923,22785.5,13232,10982,408.5,15179,29499,34586.5
2024-02-18 14:00:00+00:00,5396.5,27605,9927,11864,33615,28105,31549,45717,20904.5,11089.5,10461.5,457,15175.5,25912.5,35788
2024-02-18 15:00:00+00:00,3294.5,27709.5,6966,18345.5,36373,31024.5,29710,40792.5,17669,9211,9243.5,583,12738.5,22791,33768.5
2024-02-18 16:00:00+00:00,2656,26476,6703.5,16478.5,33209,27017.5,30850,41727,15813.5,12344.5,10758.5,636.5,13987.5,25265,37278
2024-02-18 17:00:00+00:00,5378.5,30728,10148,19107.5,34304.5,33081,34763,45265,21759.5,12206.5,11800.5,500,13359.5,31402.5,36346
2024-02-18 18:00:00+00:00,7405,40098,13405,17752,38272.5,41833.5,46876,54927.5,27598.5,14010,12919,994,18755,37641.5,42114
2024-02-18 19:00:00+00:00,5630.5,42207,13584.5,18027,37555.5,43373.5,46102,54613.5,32200,15404.5,13322,1625,18756,41739.5,48343
2024-02-18 20:00:00+00:00,6010.5,36825,15609,16856,38924.5,41180,40596.5,50986,28772,13617.5,11533.5,1574.5,17583.5,36107.5,40618.5
2024-02-18 21:00:00+00:00,7331,29422,10240,16150.5,36328,38295.5,36421,45444.5,25119.5,13817,10048.5,983.5,15300,30805,34099.5
2024-02-18 22:00:00+00:00,4145,31313.5,7844,14901,29448.5,34534,32343,44113.5,27731,13010.5,9150.5,1076,16472.5,30834.5,26094
2024-02-18 23:00:00+00:00,4547,23503,7794.5,13200.5,28181.5,27845.5,29248.5,33238,20316,8634.5,8368,740.5,13844.5,22636,22109.5
2024-02-19 00:00:00+00:00,7251,20797.5,11969,11946.5,25894,32947,26846,33218.5,17402.5,7589.5,6613.5,717.5,12153,18039,19500.5
2024-02-19 01:00:00+00:00,14383,18073.5,47926,7745,21287,29079,25268.5,24677,13265.5,6506.5,5422.5,470,8695,13692,15505.5
2024-02-19 02:00:00+00:00,14027.5,16480.5,29784.5,6737.5,18029.5,22859.5,22840,23366.5,10747,5903,5113.5,321,7730,11790,13717.5
2024-02-19 03:00:00+00:00,11533.5,16085,16054.5,6079,17675.5,19876.5,20054,25970.5,9904.5,5073,4512,296.5,8029,11131,13721.5
2024-02-19 04:00:00+00:00,8173,15454,12914,6305.5,18130.5,15984,18503,29639.5,9342,4610.5,3703,321.5,9893.5,10286,12618
2024-02-19 05:00:00+00:00,7394,14555.5,14377,6477.5,21290,16646,18787,36346,9317,4820.5,4344,346,11984.5,10434,12495.5
2024-02-19 06:00:00+00:00,6542.5,17495,13636.5,7371,24278.5,19702.5,18394.5,35586,10455.5,6503,5097.5,616,11631,11861,15185
2024-02-19 07:00:00+00:00,7026,21465.5,11316.5,10320.5,27200.5,28980.5,28727,35133,13004,8673.5,5826,697.5,10943,16235.5,20568
2024-02-19 08:00:00+00:00,4298.5,23585,10213.5,9725.5,22489.5,30224,22519,31537.5,16837.5,9203.5,8892.5,610.5,11643,19811.5,26596
2024-02-19 09:00:00+00:00,2874.5,23135,6340,10063.5,23051.5,30090.5,22272.5,30612,17200,9591.5,8025,420,13916.5,20888,28380.5
2024-02-19 10:00:00+00:00,3429.5,27623.5,5119.5,10421.5,29407.5,28313.5,25812,29449.5,19698,12669,8155,681.5,13115,23044.5,30126
2024-02-19 11:00:00+00:00,5003,28015,4195,10143,26824,29826,29226,26985,17542,12606,8532,1142.5,13177,24739,34094.5
2024-02-19 12:00:00+00:00,4236.5,25587,3779.5,10780.5,31111,26580.5,27306.5,30287,18411.5,9936,8872,1408.5,14738,26667.5,33776.5
