secondary_substation_unique_id,geometry
SSEN-2511011140,POINT (-0.279311 51.486349)
SSEN-2511011160,POINT (-0.277493 51.484506)
SSEN-2511012020,POINT (-0.261329 51.488036)
SSEN-2511012040,POINT (-0.256448 51.490247)
SSEN-2511012060,POINT (-0.25565 51.48511)
SSEN-2511012080,POINT (-0.25234 51.4839)
SSEN-2511012100,POINT (-0.250492 51.485159)
SSEN-2512002115,POINT (-0.295837 51.488024)
SSEN-2512002120,POINT (-0.294334 51.487868)
SSEN-2512002127,POINT (-0.302279 51.486486)
SSEN-2512002150,POINT (-0.31002 51.481256)
SSEN-2512002200,POINT (-0.306318 51.481671)
SSEN-2512002210,POINT (-0.304208 51.481874)
SSEN-2512002220,POINT (-0.302029 51.482355)
SSEN-2512002230,POINT (-0.303815 51.481203)
SSEN-2512003030,POINT (-0.327422 51.482702)
SSEN-2512003050,POINT (-0.324088 51.477393)
SSEN-2512003070,POINT (-0.323244 51.481185)
SSEN-2512003080,POINT (-0.321796 51.481776)
SSEN-2512003090,POINT (-0.320161 51.482778)
SSEN-2512003100,POINT (-0.316554 51.481)
SSEN-2512003120,POINT (-0.314518 51.481132)
SSEN-2512003130,POINT (-0.317215 51.484147)
SSEN-2512004020,POINT (-0.309301 51.489016)
SSEN-2512004030,POINT (-0.306788 51.486075)
SSEN-2512004040,POINT (-0.31147 51.48607)
SSEN-2512004050,POINT (-0.309626 51.483148)
SSEN-2512004060,POINT (-0.310588 51.482848)
SSEN-2512004070,POINT (-0.310743 51.483926)
SSEN-2512004080,POINT (-0.311469 51.482176)
SSEN-2512004220,POINT (-0.311515 51.48516)
SSEN-2512007035,POINT (-0.308171 51.486859)
SSEN-2512007045,POINT (-0.305375 51.484184)
SSEN-2512007085,POINT (-0.302291 51.484557)
SSEN-2512007095,POINT (-0.301547 51.483592)
SSEN-2512007115,POINT (-0.302052 51.485242)
SSEN-2512007125,POINT (-0.300726 51.484881)
SSEN-2512008010,POINT (-0.304693 51.491692)
SSEN-2512008040,POINT (-0.301604 51.494965)
SSEN-2512008060,POINT (-0.308693 51.493773)
SSEN-2512008070,POINT (-0.311208 51.495104)
SSEN-2512008080,POINT (-0.306301 51.495735)
SSEN-2512008090,POINT (-0.308713 51.498287)
SSEN-2512008100,POINT (-0.312613 51.497624)
SSEN-2512008110,POINT (-0.315162 51.496474)
SSEN-2512008130,POINT (-0.31523 51.499712)
SSEN-2512012010,POINT (-0.304889 51.490301)
SSEN-2512012020,POINT (-0.301841 51.488602)
SSEN-2512012040,POINT (-0.299089 51.486278)
SSEN-2512012065,POINT (-0.287037 51.488831)
SSEN-2512012070,POINT (-0.289337 51.489723)
SSEN-2512012080,POINT (-0.291882 51.489132)
SSEN-2512013010,POINT (-0.309921 51.490158)
SSEN-2512013050,POINT (-0.313143 51.487164)
SSEN-2512013060,POINT (-0.315671 51.490501)
SSEN-2512013070,POINT (-0.315166 51.492859)
SSEN-2512013080,POINT (-0.31993 51.494546)
SSEN-2512013090,POINT (-0.324551 51.496213)
SSEN-2512013100,POINT (-0.326394 51.498577)
SSEN-2512013110,POINT (-0.329703 51.500288)
SSEN-2512013120,POINT (-0.326669 51.501692)
SSEN-2512013130,POINT (-0.325741 51.504206)
SSEN-2512013140,POINT (-0.328066 51.507225)
SSEN-2512013150,POINT (-0.329551 51.509179)
SSEN-2512013160,POINT (-0.332658 51.510105)
SSEN-2512014020,POINT (-0.299859 51.491018)
SSEN-2512014030,POINT (-0.299886 51.491019)
SSEN-2512014060,POINT (-0.297202 51.488993)
SSEN-2512014070,POINT (-0.293958 51.489477)
SSEN-2512014120,POINT (-0.299562 51.487904)
SSEN-2512014130,POINT (-0.297406 51.487782)
SSEN-2512014140,POINT (-0.290962 51.487923)
SSEN-2512014150,POINT (-0.292495 51.487429)
SSEN-2512014160,POINT (-0.289343 51.488187)
SSEN-2512014190,POINT (-0.286861 51.488969)
SSEN-2512014200,POINT (-0.285564 51.487835)
SSEN-2512014210,POINT (-0.282935 51.487257)
SSEN-2513602020,POINT (-0.393801 51.517172)
SSEN-2513602040,POINT (-0.389462 51.51677)
SSEN-2513602060,POINT (-0.395534 51.515415)
SSEN-2513602080,POINT (-0.395961 51.51926)
SSEN-2513602100,POINT (-0.389706 51.520883)
SSEN-2513602120,POINT (-0.390981 51.521503)
SSEN-2513602140,POINT (-0.392659 51.522578)
SSEN-2513602180,POINT (-0.392872 51.52634)
SSEN-2513604040,POINT (-0.389994 51.514772)
SSEN-2513604140,POINT (-0.387083 51.515173)
SSEN-2513604160,POINT (-0.385063 51.51278)
SSEN-2513604180,POINT (-0.389918 51.510383)
SSEN-2513604200,POINT (-0.388143 51.510862)
SSEN-2513604220,POINT (-0.386119 51.510619)
SSEN-2513604240,POINT (-0.387673 51.507843)
SSEN-2513604280,POINT (-0.381917 51.507611)
SSEN-2513604300,POINT (-0.381438 51.506085)
SSEN-2513608020,POINT (-0.39862 51.518263)
SSEN-2513608060,POINT (-0.403584 51.520147)
SSEN-2513608080,POINT (-0.403327 51.522967)
SSEN-2513610040,POINT (-0.403277 51.517805)
SSEN-2513610060,POINT (-0.406705 51.520351)
SSEN-2513610080,POINT (-0.40438 51.523754)
SSEN-2513610100,POINT (-0.403831 51.525869)
SSEN-2513610120,POINT (-0.398055 51.52901)
SSEN-2513610140,POINT (-0.397225 51.529646)
SSEN-2513610160,POINT (-0.392737 51.528559)
SSEN-2513610260,POINT (-0.3948 51.524001)
SSEN-2513612080,POINT (-0.382017 51.514546)
SSEN-2513612100,POINT (-0.38256 51.516307)
SSEN-2513612120,POINT (-0.385155 51.517925)
SSEN-2513612140,POINT (-0.379927 51.514966)
SSEN-2513612160,POINT (-0.375268 51.515468)
SSEN-2513613010,POINT (-0.3869 51.513003)
SSEN-2513613030,POINT (-0.384261 51.510179)
SSEN-2513613050,POINT (-0.383481 51.511877)
SSEN-2513613060,POINT (-0.383179 51.512252)
SSEN-2513613070,POINT (-0.380972 51.510278)
SSEN-2513613080,POINT (-0.379813 51.511683)
SSEN-2513613090,POINT (-0.378742 51.511794)
SSEN-2517001020,POINT (-0.452534 51.539696)
SSEN-2517001040,POINT (-0.455395 51.540776)
SSEN-2517001060,POINT (-0.461122 51.540708)
SSEN-2517001080,POINT (-0.459471 51.538789)
SSEN-2517001100,POINT (-0.463024 51.542891)
SSEN-2517001110,POINT (-0.463446 51.543533)
SSEN-2517001120,POINT (-0.461702 51.545311)
SSEN-2517001140,POINT (-0.464141 51.546565)
SSEN-2517001160,POINT (-0.46291 51.547547)
SSEN-2517001180,POINT (-0.464801 51.547932)
SSEN-2517001200,POINT (-0.468175 51.547535)
SSEN-2517001240,POINT (-0.472778 51.546615)
SSEN-2517002020,POINT (-0.449873 51.533564)
SSEN-2517002040,POINT (-0.446643 51.534834)
SSEN-2517002080,POINT (-0.440353 51.542933)
SSEN-2517002100,POINT (-0.442116 51.546221)
SSEN-2517002120,POINT (-0.446231 51.544369)
SSEN-2517002140,POINT (-0.438937 51.545144)
SSEN-2517002160,POINT (-0.435409 51.547085)
SSEN-2517002180,POINT (-0.443858 51.548411)
SSEN-2517002200,POINT (-0.440792 51.549503)
SSEN-2517003020,POINT (-0.453137 51.537653)
SSEN-2517003040,POINT (-0.45122 51.543131)
SSEN-2517003060,POINT (-0.449672 51.548353)
SSEN-2517003080,POINT (-0.447176 51.54797)
SSEN-2517003100,POINT (-0.44826 51.55043)
SSEN-2517003140,POINT (-0.450791 51.55237)
SSEN-2517003300,POINT (-0.448728 51.554474)
SSEN-2517003320,POINT (-0.448549 51.556782)
SSEN-2517003340,POINT (-0.447005 51.558911)
SSEN-2517003360,POINT (-0.445782 51.5601)
SSEN-2517003450,POINT (-0.434632 51.567613)
SSEN-2517003455,POINT (-0.437227 51.568935)
SSEN-2517003460,POINT (-0.438012 51.567903)
SSEN-2517003470,POINT (-0.438426 51.565946)
SSEN-2517003475,POINT (-0.440508 51.566885)
SSEN-2517004010,POINT (-0.435423 51.525733)
SSEN-2517005010,POINT (-0.422355 51.522379)
SSEN-2517005020,POINT (-0.432366 51.526937)
SSEN-2517005160,POINT (-0.431049 51.524996)
SSEN-2517005163,POINT (-0.426933 51.523454)
SSEN-2517005170,POINT (-0.4208 51.522813)
SSEN-2517005180,POINT (-0.419966 51.527409)
SSEN-2517005200,POINT (-0.414479 51.525168)
SSEN-2517005220,POINT (-0.41406 51.524371)
SSEN-2517005240,POINT (-0.410281 51.525255)
SSEN-2517006020,POINT (-0.435441 51.529334)
SSEN-2517006040,POINT (-0.435442 51.527212)
SSEN-2517006100,POINT (-0.426358 51.532693)
SSEN-2517006120,POINT (-0.424101 51.530846)
SSEN-2517006140,POINT (-0.425125 51.52791)
SSEN-2517006160,POINT (-0.42815 51.524615)
SSEN-2517006180,POINT (-0.423576 51.525156)
SSEN-2517006200,POINT (-0.42573 51.521651)
SSEN-2517007020,POINT (-0.442433 51.535254)
SSEN-2517007040,POINT (-0.445124 51.533285)
SSEN-2517007060,POINT (-0.444696 51.531885)
SSEN-2517007080,POINT (-0.434402 51.536101)
SSEN-2517007100,POINT (-0.432587 51.538127)
SSEN-2517007120,POINT (-0.434343 51.538654)
SSEN-2517007160,POINT (-0.424349 51.537836)
SSEN-2517007180,POINT (-0.428928 51.536774)
SSEN-2517007200,POINT (-0.427134 51.534448)
SSEN-2517007220,POINT (-0.422601 51.535439)
SSEN-2517007240,POINT (-0.422276 51.537332)
SSEN-2517009050,POINT (-0.474282 51.547345)
SSEN-2517009070,POINT (-0.45752 51.547872)
SSEN-2517009080,POINT (-0.456132 51.550534)
SSEN-2517009100,POINT (-0.454361 51.5581)
SSEN-2517009130,POINT (-0.449734 51.562661)
SSEN-2517009140,POINT (-0.442703 51.56281)
SSEN-2517009150,POINT (-0.439358 51.561489)
SSEN-2517009160,POINT (-0.440762 51.560501)
SSEN-2517009170,POINT (-0.435217 51.559806)
SSEN-2517009180,POINT (-0.436765 51.558002)
SSEN-2517009200,POINT (-0.44528 51.562953)
SSEN-2517009210,POINT (-0.442552 51.565119)
SSEN-2517009220,POINT (-0.445629 51.566698)
SSEN-2517009240,POINT (-0.442768 51.570608)
SSEN-2517009250,POINT (-0.439429 51.569529)
SSEN-2517010020,POINT (-0.453278 51.532646)
SSEN-2517010140,POINT (-0.461035 51.532209)
SSEN-2517010160,POINT (-0.460141 51.53048)
SSEN-2517010180,POINT (-0.459761 51.529351)
SSEN-2517010220,POINT (-0.462713 51.527762)
SSEN-2517010280,POINT (-0.46624 51.52618)
SSEN-2517010290,POINT (-0.465273 51.524307)
SSEN-2517010320,POINT (-0.467015 51.522855)
SSEN-2517010340,POINT (-0.47133 51.520969)
SSEN-2517010360,POINT (-0.4678 51.519646)
SSEN-2517010400,POINT (-0.464236 51.520174)
SSEN-2517011020,POINT (-0.451582 51.535025)
SSEN-2517011030,POINT (-0.455374 51.536298)
SSEN-2517011040,POINT (-0.45051 51.538131)
SSEN-2517011080,POINT (-0.448171 51.541185)
SSEN-2517011100,POINT (-0.445615 51.54089)
SSEN-2517011120,POINT (-0.442287 51.54206)
SSEN-2517011140,POINT (-0.438533 51.541758)
SSEN-2517012020,POINT (-0.45601 51.528159)
SSEN-2517012040,POINT (-0.45735 51.523906)
SSEN-2517012060,POINT (-0.46099 51.523252)
SSEN-2517012100,POINT (-0.448964 51.521259)
SSEN-2517012110,POINT (-0.449246 51.523235)
SSEN-2517012120,POINT (-0.446891 51.518211)
SSEN-2517013020,POINT (-0.446278 51.529056)
SSEN-2517013040,POINT (-0.442097 51.528614)
SSEN-2517013060,POINT (-0.438811 51.526916)
SSEN-2517014020,POINT (-0.45021 51.530852)
SSEN-2517014040,POINT (-0.455612 51.530546)
SSEN-2517014060,POINT (-0.451787 51.52644)
SSEN-2517014080,POINT (-0.455001 51.524765)
SSEN-2517014100,POINT (-0.457906 51.526251)
SSEN-2517014145,POINT (-0.461097 51.528165)
SSEN-2517015005,POINT (-0.453049 51.534721)
SSEN-2517015010,POINT (-0.460363 51.53586)
SSEN-2518001020,POINT (-0.39073 51.536805)
SSEN-2518001043,POINT (-0.376395 51.53118)
SSEN-2518001050,POINT (-0.377763 51.531498)
SSEN-2518001060,POINT (-0.378492 51.529718)
SSEN-2518001120,POINT (-0.375106 51.530151)
SSEN-2518001130,POINT (-0.373513 51.529122)
SSEN-2518001140,POINT (-0.371857 51.527453)
SSEN-2518001150,POINT (-0.373534 51.524895)
SSEN-2518001155,POINT (-0.364374 51.528824)
SSEN-2518001160,POINT (-0.3675 51.527959)
SSEN-2518001170,POINT (-0.375209 51.523615)
SSEN-2518001180,POINT (-0.37794 51.521395)
SSEN-2518001190,POINT (-0.374452 51.52016)
SSEN-2518001200,POINT (-0.3759 51.518355)
SSEN-2518001210,POINT (-0.37825 51.520779)
SSEN-2518001220,POINT (-0.372148 51.517287)
SSEN-2518001230,POINT (-0.371238 51.519351)
SSEN-2518001250,POINT (-0.369192 51.518127)
SSEN-2518001270,POINT (-0.364649 51.515393)
SSEN-2518001280,POINT (-0.365154 51.51415)
SSEN-2518002010,POINT (-0.378934 51.530374)
SSEN-2518002020,POINT (-0.395892 51.536803)
SSEN-2518002030,POINT (-0.399689 51.535848)
SSEN-2518002060,POINT (-0.406034 51.535431)
SSEN-2518002070,POINT (-0.41088 51.534139)
SSEN-2518002080,POINT (-0.418685 51.532779)
SSEN-2518002090,POINT (-0.420001 51.529739)
SSEN-2518002100,POINT (-0.417786 51.530006)
SSEN-2518002120,POINT (-0.415869 51.527084)
SSEN-2518002130,POINT (-0.418738 51.526251)
SSEN-2518002140,POINT (-0.42194 51.523291)
SSEN-2518002160,POINT (-0.420155 51.521118)
SSEN-2518003020,POINT (-0.397155 51.534923)
SSEN-2518003040,POINT (-0.401127 51.533512)
SSEN-2518003060,POINT (-0.406183 51.533221)
SSEN-2518003280,POINT (-0.42163 51.532234)
SSEN-2518003380,POINT (-0.407176 51.532047)
SSEN-2518003400,POINT (-0.406373 51.531074)
SSEN-2518003420,POINT (-0.402622 51.528676)
SSEN-2518004020,POINT (-0.388218 51.533236)
SSEN-2518004040,POINT (-0.385024 51.532626)
SSEN-2518004060,POINT (-0.388367 51.53063)
SSEN-2518004080,POINT (-0.384873 51.529548)
SSEN-2518004100,POINT (-0.387041 51.527357)
SSEN-2518004120,POINT (-0.387832 51.524562)
SSEN-2518004160,POINT (-0.387269 51.521731)
SSEN-2518004200,POINT (-0.381555 51.521086)
SSEN-2518004220,POINT (-0.384151 51.522264)
SSEN-2518004240,POINT (-0.383409 51.523665)
SSEN-2518004280,POINT (-0.384456 51.527897)
SSEN-2518004300,POINT (-0.38491 51.531374)
SSEN-2518004320,POINT (-0.378034 51.534561)
SSEN-2518005020,POINT (-0.389317 51.53844)
SSEN-2518005040,POINT (-0.382235 51.538909)
SSEN-2518005060,POINT (-0.382399 51.540377)
SSEN-2518005200,POINT (-0.370559 51.539575)
SSEN-2518005240,POINT (-0.360684 51.537495)
SSEN-2518005260,POINT (-0.34946 51.538452)
SSEN-2518005380,POINT (-0.369721 51.541658)
SSEN-2518005400,POINT (-0.363779 51.54368)
SSEN-2518005470,POINT (-0.357359 51.547735)
SSEN-2518005475,POINT (-0.357484 51.549473)
SSEN-2518006020,POINT (-0.384294 51.539)
SSEN-2518006040,POINT (-0.382844 51.541237)
SSEN-2518006060,POINT (-0.379977 51.539957)
SSEN-2518006070,POINT (-0.377968 51.5417)
SSEN-2518006080,POINT (-0.379383 51.540848)
SSEN-2518006110,POINT (-0.373057 51.542729)
SSEN-2518006120,POINT (-0.374203 51.54458)
SSEN-2518006125,POINT (-0.371344 51.548299)
SSEN-2518006130,POINT (-0.370176 51.547482)
SSEN-2518006140,POINT (-0.366475 51.548528)
SSEN-2518006145,POINT (-0.3637 51.549505)
SSEN-2518006150,POINT (-0.35961 51.551732)
SSEN-2518007020,POINT (-0.388392 51.536467)
SSEN-2518007040,POINT (-0.386297 51.536573)
SSEN-2518007060,POINT (-0.38801 51.535032)
SSEN-2518007100,POINT (-0.372528 51.536544)
SSEN-2518007105,POINT (-0.370915 51.536072)
SSEN-2518007110,POINT (-0.368207 51.537213)
SSEN-2518008020,POINT (-0.383307 51.53226)
SSEN-2518008030,POINT (-0.382429 51.532312)
SSEN-2518008060,POINT (-0.379814 51.533588)
SSEN-2518008080,POINT (-0.37961 51.534448)
SSEN-2518008110,POINT (-0.379096 51.53457)
SSEN-2518008120,POINT (-0.376037 51.534786)
SSEN-2518008180,POINT (-0.37211 51.532079)
SSEN-2518008200,POINT (-0.367908 51.532659)
SSEN-2518008210,POINT (-0.364927 51.530549)
SSEN-2518008220,POINT (-0.362334 51.529676)
SSEN-2518008230,POINT (-0.356868 51.528953)
SSEN-2518009020,POINT (-0.380618 51.542205)
SSEN-2518009040,POINT (-0.377146 51.543739)
SSEN-2518009060,POINT (-0.377992 51.546314)
SSEN-2518009080,POINT (-0.37129 51.544557)
SSEN-2518009090,POINT (-0.370012 51.546197)
SSEN-2518009100,POINT (-0.368353 51.546837)
SSEN-2518009300,POINT (-0.365661 51.545486)
SSEN-2518009390,POINT (-0.358523 51.541268)
SSEN-2518009460,POINT (-0.354026 51.54259)
SSEN-2518009660,POINT (-0.354357 51.540212)
SSEN-2518010140,POINT (-0.395185 51.539276)
SSEN-2518010150,POINT (-0.393433 51.541122)
SSEN-2518010160,POINT (-0.387301 51.542845)
SSEN-2518010170,POINT (-0.385526 51.54167)
SSEN-2518010190,POINT (-0.382352 51.547003)
SSEN-2518010200,POINT (-0.380999 51.547731)
SSEN-2518010210,POINT (-0.383606 51.546607)
SSEN-2518010220,POINT (-0.385736 51.548768)
SSEN-2518010230,POINT (-0.381287 51.549785)
SSEN-2518010240,POINT (-0.382011 51.545209)
SSEN-2518010250,POINT (-0.37852 51.548488)
SSEN-2518010260,POINT (-0.37668 51.549137)
SSEN-2518010300,POINT (-0.377392 51.553445)
SSEN-2518010310,POINT (-0.380414 51.551617)
SSEN-2518012020,POINT (-0.393455 51.535988)
SSEN-2518012060,POINT (-0.392953 51.533886)
SSEN-2518012080,POINT (-0.391397 51.534674)
SSEN-2518012100,POINT (-0.393511 51.532769)
SSEN-2518012120,POINT (-0.394676 51.533253)
SSEN-2518012140,POINT (-0.391043 51.532034)
SSEN-2518012160,POINT (-0.392636 51.530599)
SSEN-2518012180,POINT (-0.396524 51.531947)
SSEN-2518012200,POINT (-0.398844 51.531574)
SSEN-2518012220,POINT (-0.399395 51.52821)
SSEN-2518012240,POINT (-0.398891 51.526971)
SSEN-2518012260,POINT (-0.396201 51.526377)
SSEN-2520001010,POINT (-0.483515 51.540766)
SSEN-2520001020,POINT (-0.482253 51.542278)
SSEN-2520001050,POINT (-0.479433 51.546837)
SSEN-2520002030,POINT (-0.476845 51.544447)
SSEN-2520002040,POINT (-0.474195 51.544341)
SSEN-2520003020,POINT (-0.483147 51.545329)
SSEN-2520003040,POINT (-0.482004 51.546295)
SSEN-2520003050,POINT (-0.481484 51.546502)
SSEN-2520003060,POINT (-0.481346 51.54571)
SSEN-2520004020,POINT (-0.481015 51.546964)
SSEN-2520004030,POINT (-0.480922 51.546867)
SSEN-2520004040,POINT (-0.481232 51.549998)
SSEN-2520004050,POINT (-0.476649 51.555055)
SSEN-2520004060,POINT (-0.471886 51.555146)
SSEN-2520004070,POINT (-0.47282 51.557838)
SSEN-2520004080,POINT (-0.470503 51.560263)
SSEN-2520004090,POINT (-0.467974 51.562109)
SSEN-2520004100,POINT (-0.465417 51.560934)
SSEN-2520004101,POINT (-0.469008 51.564945)
SSEN-2520004110,POINT (-0.482425 51.549435)
SSEN-2520004120,POINT (-0.482054 51.549137)
SSEN-2520004140,POINT (-0.481289 51.552607)
SSEN-2520004150,POINT (-0.479275 51.55375)
SSEN-2520004160,POINT (-0.482437 51.551489)
SSEN-2520007020,POINT (-0.487226 51.543206)
SSEN-2520007040,POINT (-0.485008 51.543986)
SSEN-2520007090,POINT (-0.478521 51.547093)
SSEN-2520007120,POINT (-0.468079 51.552111)
SSEN-2520007130,POINT (-0.46238 51.558997)
SSEN-2520007140,POINT (-0.458303 51.561821)
SSEN-2520007150,POINT (-0.454774 51.564211)
SSEN-2520009020,POINT (-0.487663 51.539596)
SSEN-2520009040,POINT (-0.482678 51.536861)
SSEN-2520009060,POINT (-0.483225 51.534728)
SSEN-2520009080,POINT (-0.48173 51.531993)
SSEN-2520009180,POINT (-0.485358 51.551706)
SSEN-2520009200,POINT (-0.486057 51.554521)
SSEN-2520009220,POINT (-0.484658 51.557146)
SSEN-2520009260,POINT (-0.486029 51.546747)
SSEN-2520010020,POINT (-0.486839 51.544442)
SSEN-2520010110,POINT (-0.482295 51.547953)
SSEN-2520010120,POINT (-0.478861 51.550579)
SSEN-2520010130,POINT (-0.476352 51.548397)
SSEN-2520010140,POINT (-0.471736 51.551008)
SSEN-2520010160,POINT (-0.47406 51.552243)
SSEN-2520012040,POINT (-0.483421 51.537941)
SSEN-2520012060,POINT (-0.48009 51.538384)
SSEN-2520012080,POINT (-0.478903 51.535922)
SSEN-2520012090,POINT (-0.473428 51.53711)
SSEN-2520012100,POINT (-0.467203 51.536984)
SSEN-2520012110,POINT (-0.471502 51.535214)
SSEN-2520012130,POINT (-0.469081 51.535597)
SSEN-2520012140,POINT (-0.465135 51.535887)
SSEN-2520014020,POINT (-0.488949 51.543866)
SSEN-2520014120,POINT (-0.516154 51.537487)
SSEN-2520014130,POINT (-0.517772 51.535619)
SSEN-2520014140,POINT (-0.523952 51.536687)
SSEN-2520014150,POINT (-0.528634 51.535918)
SSEN-2520016010,POINT (-0.481002 51.543917)
SSEN-2520022040,POINT (-0.486971 51.540891)
SSEN-2520022120,POINT (-0.462989 51.56404)
SSEN-2520022130,POINT (-0.460157 51.565442)
SSEN-2520022140,POINT (-0.454881 51.566586)
SSEN-2520022150,POINT (-0.455982 51.571565)
SSEN-2520022190,POINT (-0.455847 51.580231)
SSEN-2520022290,POINT (-0.452133 51.567638)
SSEN-2520022300,POINT (-0.449779 51.568533)
SSEN-2520022310,POINT (-0.449968 51.571476)
SSEN-2520022320,POINT (-0.447672 51.56516)
SSEN-2520026030,POINT (-0.490652 51.538619)
SSEN-2520030010,POINT (-0.491648 51.53945)
SSEN-2520030040,POINT (-0.492098 51.54022)
SSEN-2520030060,POINT (-0.494944 51.540958)
SSEN-2520030090,POINT (-0.518693 51.538338)
SSEN-2520030100,POINT (-0.519912 51.539432)
SSEN-2520030110,POINT (-0.519638 51.541659)
SSEN-2520030120,POINT (-0.518064 51.545254)
SSEN-2520030130,POINT (-0.515833 51.550441)
SSEN-2520030170,POINT (-0.521262 51.542713)
SSEN-2520030180,POINT (-0.524475 51.54056)
SSEN-2520030190,POINT (-0.530899 51.547079)
SSEN-2521004020,POINT (-0.418955 51.504166)
SSEN-2521005020,POINT (-0.418173 51.508025)
SSEN-2521005030,POINT (-0.414167 51.50968)
SSEN-2521005040,POINT (-0.409807 51.512804)
SSEN-2521005050,POINT (-0.410338 51.514115)
SSEN-2521005060,POINT (-0.404321 51.513916)
SSEN-2521005070,POINT (-0.408024 51.516412)
SSEN-2521005110,POINT (-0.407122 51.518307)
SSEN-2521007010,POINT (-0.419457 51.503745)
SSEN-2521008010,POINT (-0.432272 51.502801)
SSEN-2521008020,POINT (-0.421172 51.504318)
SSEN-2521008070,POINT (-0.442181 51.502088)
SSEN-2521008080,POINT (-0.440894 51.504319)
SSEN-2521008090,POINT (-0.438657 51.503183)
SSEN-2521008100,POINT (-0.43557 51.502854)
SSEN-2521008110,POINT (-0.437867 51.500583)
SSEN-2521008120,POINT (-0.442879 51.499364)
SSEN-2521008140,POINT (-0.43486 51.499176)
SSEN-2521008150,POINT (-0.431394 51.500272)
SSEN-2521009010,POINT (-0.423113 51.504342)
SSEN-2521009030,POINT (-0.427589 51.505751)
SSEN-2521009100,POINT (-0.424044 51.509726)
SSEN-2521009120,POINT (-0.423073 51.509692)
SSEN-2521009140,POINT (-0.429908 51.514567)
SSEN-2521009150,POINT (-0.430459 51.516562)
SSEN-2521009160,POINT (-0.431941 51.516654)
SSEN-2521010020,POINT (-0.426483 51.505232)
SSEN-2521011040,POINT (-0.422346 51.506526)
SSEN-2521011060,POINT (-0.416358 51.512991)
SSEN-2521011070,POINT (-0.414447 51.515744)
SSEN-2521011090,POINT (-0.413324 51.517366)
SSEN-2521011100,POINT (-0.412692 51.518958)
SSEN-2521011110,POINT (-0.411575 51.519581)
SSEN-2521011120,POINT (-0.410893 51.519302)
SSEN-2521011130,POINT (-0.407722 51.522595)
SSEN-2521012010,POINT (-0.418192 51.506659)
SSEN-2521012020,POINT (-0.41337 51.506494)
SSEN-2521012100,POINT (-0.409005 51.507712)
SSEN-2521012110,POINT (-0.409523 51.508556)
SSEN-2521017010,POINT (-0.419913 51.507302)
SSEN-2521017020,POINT (-0.418976 51.509816)
SSEN-2521017030,POINT (-0.419469 51.513465)
SSEN-2521017040,POINT (-0.421283 51.513917)
SSEN-2521017050,POINT (-0.422031 51.515109)
SSEN-2521017060,POINT (-0.418762 51.516)
SSEN-2521017070,POINT (-0.417971 51.520504)
SSEN-2521017080,POINT (-0.41621 51.521415)
SSEN-2521017090,POINT (-0.414645 51.520809)
SSEN-2521017100,POINT (-0.412952 51.520184)
SSEN-2521017110,POINT (-0.417311 51.521664)
SSEN-2521017120,POINT (-0.418394 51.523693)
SSEN-2521018020,POINT (-0.422824 51.513546)
SSEN-2521018030,POINT (-0.424496 51.514783)
SSEN-2521018040,POINT (-0.426873 51.516091)
SSEN-2521018050,POINT (-0.428619 51.517679)
SSEN-2521018060,POINT (-0.432766 51.517384)
SSEN-2521018070,POINT (-0.424447 51.519143)
SSEN-2521018080,POINT (-0.427669 51.520166)
SSEN-2521018100,POINT (-0.432246 51.522044)
SSEN-2521018110,POINT (-0.432694 51.524541)
SSEN-2521018120,POINT (-0.434879 51.52386)
SSEN-2521018130,POINT (-0.434806 51.522627)
SSEN-2521018140,POINT (-0.43705 51.521506)
SSEN-2521018150,POINT (-0.441209 51.519592)
SSEN-2521018160,POINT (-0.43845 51.518926)
SSEN-2521018170,POINT (-0.434937 51.519634)
SSEN-2521018180,POINT (-0.437184 51.515896)
SSEN-2521020010,POINT (-0.42118 51.504837)
SSEN-2521020020,POINT (-0.420446 51.504378)
SSEN-2521020030,POINT (-0.417801 51.505044)
SSEN-2521020050,POINT (-0.415015 51.50434)
SSEN-2521021040,POINT (-0.424587 51.4992)
SSEN-2521021060,POINT (-0.426976 51.513089)
SSEN-2521021070,POINT (-0.432656 51.518365)
SSEN-2521021080,POINT (-0.449527 51.526356)
SSEN-2521021090,POINT (-0.447832 51.52389)
SSEN-2521021100,POINT (-0.444531 51.523197)
SSEN-2521021110,POINT (-0.442446 51.524743)
SSEN-2521021120,POINT (-0.445095 51.525695)
SSEN-2521021130,POINT (-0.440925 51.522852)
SSEN-2521021140,POINT (-0.446608 51.520608)
SSEN-2521021150,POINT (-0.44364 51.519318)
SSEN-2521023080,POINT (-0.451366 51.504844)
SSEN-2521023100,POINT (-0.452464 51.507296)
SSEN-2521023205,POINT (-0.455263 51.506353)
SSEN-2521024010,POINT (-0.431175 51.50454)
SSEN-2521026020,POINT (-0.420471 51.504072)
SSEN-2521026030,POINT (-0.418561 51.505971)
SSEN-2521026040,POINT (-0.420491 51.510179)
SSEN-2521026060,POINT (-0.405292 51.510458)
SSEN-2521026070,POINT (-0.404888 51.512116)
SSEN-2521026080,POINT (-0.407035 51.510878)
SSEN-2521026090,POINT (-0.409419 51.510703)
SSEN-2521026100,POINT (-0.413895 51.512535)
SSEN-2521026110,POINT (-0.409257 51.51785)
SSEN-2522002040,POINT (-0.281253 51.517411)
SSEN-2522002060,POINT (-0.284223 51.520476)
