secondary_substation_unique_id,geometry
SSEN-2807003020,POINT (-0.457733 51.432278)
SSEN-2807003040,POINT (-0.455444 51.431052)
SSEN-2807003060,POINT (-0.455843 51.43371)
SSEN-2807003080,POINT (-0.452235 51.434049)
SSEN-2807003100,POINT (-0.450222 51.432332)
SSEN-2807003120,POINT (-0.446535 51.433281)
SSEN-2807003260,POINT (-0.443659 51.432839)
SSEN-2807003280,POINT (-0.442151 51.432333)
SSEN-2807003300,POINT (-0.441131 51.433965)
SSEN-2807003390,POINT (-0.439955 51.434705)
SSEN-2807003420,POINT (-0.43657 51.435262)
SSEN-2807003430,POINT (-0.427163 51.436863)
SSEN-2807003440,POINT (-0.427978 51.435346)
SSEN-2807003450,POINT (-0.425758 51.43546)
SSEN-2807003460,POINT (-0.424857 51.436985)
SSEN-2807004020,POINT (-0.464462 51.43412)
SSEN-2807004040,POINT (-0.465284 51.433618)
SSEN-2807004060,POINT (-0.465982 51.431694)
SSEN-2807004080,POINT (-0.472127 51.432476)
SSEN-2807004100,POINT (-0.473862 51.430061)
SSEN-2807004120,POINT (-0.469826 51.429002)
SSEN-2807005020,POINT (-0.466445 51.429884)
SSEN-2807005040,POINT (-0.447719 51.427236)
SSEN-2807005060,POINT (-0.45002 51.427671)
SSEN-2807005080,POINT (-0.445512 51.426973)
SSEN-2807005100,POINT (-0.443941 51.429614)
SSEN-2807005120,POINT (-0.441402 51.428987)
SSEN-2807005140,POINT (-0.438411 51.42767)
SSEN-2807005180,POINT (-0.445086 51.423847)
SSEN-2807005190,POINT (-0.448214 51.430012)
SSEN-2807005200,POINT (-0.446442 51.431779)
SSEN-2807006030,POINT (-0.474263 51.442206)
SSEN-2807006040,POINT (-0.481848 51.440435)
SSEN-2807006060,POINT (-0.479387 51.438703)
SSEN-2807006080,POINT (-0.478095 51.440332)
SSEN-2807006100,POINT (-0.475352 51.437176)
SSEN-2807006120,POINT (-0.478343 51.435902)
SSEN-2807006140,POINT (-0.47795 51.430852)
SSEN-2808001020,POINT (-0.405151 51.459032)
SSEN-2808001040,POINT (-0.402646 51.458338)
SSEN-2808001050,POINT (-0.397851 51.452616)
SSEN-2808001060,POINT (-0.403489 51.44862)
SSEN-2808001070,POINT (-0.405081 51.44669)
SSEN-2808001080,POINT (-0.406311 51.445691)
SSEN-2808001110,POINT (-0.415299 51.445858)
SSEN-2808001140,POINT (-0.409219 51.447313)
SSEN-2808001155,POINT (-0.408755 51.450063)
SSEN-2808001160,POINT (-0.405733 51.451132)
SSEN-2808001225,POINT (-0.41271 51.446469)
SSEN-2808001275,POINT (-0.415733 51.447869)
SSEN-2808001285,POINT (-0.41493 51.449863)
SSEN-2808001295,POINT (-0.42006 51.447594)
SSEN-2808001305,POINT (-0.421452 51.446435)
SSEN-2808002020,POINT (-0.396442 51.464098)
SSEN-2808002080,POINT (-0.400198 51.468241)
SSEN-2808002170,POINT (-0.401759 51.470133)
SSEN-2808002260,POINT (-0.386357 51.463079)
SSEN-2808002270,POINT (-0.383387 51.460754)
SSEN-2808003160,POINT (-0.413642 51.462102)
SSEN-2808006040,POINT (-0.417235 51.464372)
SSEN-2808007020,POINT (-0.402498 51.459271)
SSEN-2808007030,POINT (-0.394019 51.452717)
SSEN-2808007090,POINT (-0.385387 51.44935)
SSEN-2808007100,POINT (-0.391365 51.451251)
SSEN-2808007110,POINT (-0.398672 51.450128)
SSEN-2808007120,POINT (-0.403162 51.450971)
SSEN-2808007130,POINT (-0.40898 51.456653)
SSEN-2808007140,POINT (-0.407254 51.455379)
SSEN-2808007150,POINT (-0.407981 51.45351)
SSEN-2808007160,POINT (-0.402218 51.453278)
SSEN-2808007170,POINT (-0.404969 51.455285)
SSEN-2808007180,POINT (-0.401579 51.455913)
SSEN-2808008110,POINT (-0.409333 51.459337)
SSEN-2809601040,POINT (-0.415224 51.44386)
SSEN-2809601050,POINT (-0.418527 51.445299)
SSEN-2809602010,POINT (-0.414932 51.44106)
SSEN-2809602020,POINT (-0.418358 51.442284)
SSEN-2809602030,POINT (-0.422878 51.443487)
SSEN-2809604053,POINT (-0.389335 51.440639)
SSEN-2809604073,POINT (-0.387257 51.439585)
SSEN-2809607022,POINT (-0.408924 51.446689)
SSEN-2809607042,POINT (-0.400923 51.44791)
SSEN-2809607052,POINT (-0.397118 51.445197)
SSEN-2809607072,POINT (-0.392035 51.443239)
SSEN-2809607102,POINT (-0.41141 51.445122)
SSEN-2809608015,POINT (-0.411714 51.444932)
SSEN-2809608035,POINT (-0.411479 51.446651)
SSEN-2809608045,POINT (-0.410668 51.447252)
SSEN-2809609047,POINT (-0.386176 51.435542)
SSEN-2809609057,POINT (-0.388653 51.442428)
SSEN-2809610034,POINT (-0.412174 51.442934)
SSEN-2809611015,POINT (-0.406916 51.444845)
SSEN-2809611055,POINT (-0.389348 51.43537)
SSEN-2809611095,POINT (-0.383234 51.437777)
SSEN-2809612006,POINT (-0.411378 51.444761)
SSEN-2809612016,POINT (-0.411081 51.445215)
SSEN-2809612026,POINT (-0.411748 51.445266)
SSEN-2809612036,POINT (-0.411497 51.444466)
SSEN-2810002010,POINT (-0.524243 51.433989)
SSEN-2810002030,POINT (-0.527383 51.433745)
SSEN-2810003020,POINT (-0.525581 51.431767)
SSEN-2810003030,POINT (-0.530042 51.431733)
SSEN-2810003040,POINT (-0.533115 51.429667)
SSEN-2810003050,POINT (-0.529704 51.429265)
SSEN-2810003060,POINT (-0.528139 51.427384)
SSEN-2810003070,POINT (-0.528541 51.424727)
SSEN-2810003080,POINT (-0.526141 51.423312)
SSEN-2810003090,POINT (-0.527046 51.422433)
SSEN-2810003110,POINT (-0.515033 51.41721)
SSEN-2810003130,POINT (-0.510966 51.413139)
SSEN-2810003140,POINT (-0.515018 51.411472)
SSEN-2810003190,POINT (-0.527284 51.408924)
SSEN-2810004010,POINT (-0.5227 51.432324)
SSEN-2810004020,POINT (-0.531358 51.42612)
SSEN-2810004030,POINT (-0.533558 51.424817)
SSEN-2810004040,POINT (-0.533478 51.42058)
SSEN-2810004050,POINT (-0.533828 51.418624)
SSEN-2810004140,POINT (-0.531071 51.411747)
SSEN-2810005020,POINT (-0.525329 51.437815)
SSEN-2810005030,POINT (-0.531999 51.442027)
SSEN-2810005050,POINT (-0.535559 51.443186)
SSEN-2810005080,POINT (-0.540228 51.444333)
SSEN-2810005090,POINT (-0.540474 51.443391)
SSEN-2810005110,POINT (-0.541815 51.440593)
SSEN-2810005120,POINT (-0.545674 51.442332)
SSEN-2810006010,POINT (-0.516733 51.43224)
SSEN-2810006020,POINT (-0.514593 51.429901)
SSEN-2810006030,POINT (-0.511952 51.425731)
SSEN-2810006060,POINT (-0.509726 51.415901)
SSEN-2810006070,POINT (-0.505002 51.416561)
SSEN-2810007010,POINT (-0.515291 51.436187)
SSEN-2810007020,POINT (-0.515873 51.435664)
SSEN-2810007040,POINT (-0.518317 51.43529)
SSEN-2810007060,POINT (-0.515185 51.437364)
SSEN-2810011020,POINT (-0.515133 51.433847)
SSEN-2810011030,POINT (-0.504496 51.436419)
SSEN-2810011050,POINT (-0.514237 51.434749)
SSEN-2810011100,POINT (-0.507822 51.430211)
SSEN-2810011150,POINT (-0.507566 51.426584)
SSEN-2810011170,POINT (-0.50852 51.423799)
SSEN-2810015030,POINT (-0.512315 51.432714)
SSEN-2810015035,POINT (-0.51299 51.433378)
SSEN-2810015040,POINT (-0.510426 51.431063)
SSEN-2810015050,POINT (-0.507995 51.428864)
SSEN-2810015060,POINT (-0.506274 51.428276)
SSEN-2810015075,POINT (-0.500736 51.42436)
SSEN-2810015085,POINT (-0.500321 51.423371)
SSEN-2810015095,POINT (-0.497989 51.425176)
SSEN-2810017070,POINT (-0.519939 51.430958)
SSEN-2810017080,POINT (-0.518621 51.428559)
SSEN-2810017090,POINT (-0.521181 51.428573)
SSEN-2810017100,POINT (-0.523838 51.427365)
SSEN-2810017110,POINT (-0.523661 51.425268)
SSEN-2810017210,POINT (-0.535788 51.408577)
SSEN-2810017220,POINT (-0.541711 51.403625)
SSEN-2810017240,POINT (-0.53452 51.406439)
SSEN-2810017250,POINT (-0.534962 51.407443)
SSEN-2810017260,POINT (-0.528849 51.40796)
SSEN-2811009020,POINT (-0.504081 51.435073)
SSEN-2811009040,POINT (-0.50459 51.435332)
SSEN-2811009300,POINT (-0.506504 51.436219)
SSEN-2811009320,POINT (-0.506755 51.437346)
SSEN-2811009340,POINT (-0.509088 51.438141)
SSEN-2811011100,POINT (-0.502415 51.435861)
SSEN-2811011140,POINT (-0.500708 51.435705)
SSEN-2811011160,POINT (-0.497436 51.438531)
SSEN-2811011180,POINT (-0.4978 51.437511)
SSEN-2811011240,POINT (-0.49265 51.43793)
SSEN-2811012040,POINT (-0.505296 51.430008)
SSEN-2811012060,POINT (-0.503769 51.426994)
SSEN-2811012100,POINT (-0.504148 51.423321)
SSEN-2811012120,POINT (-0.506113 51.421745)
SSEN-2811012140,POINT (-0.504926 51.420211)
SSEN-2811012160,POINT (-0.505381 51.418157)
SSEN-2811012180,POINT (-0.502719 51.418645)
SSEN-2811012200,POINT (-0.500645 51.41521)
SSEN-2811012220,POINT (-0.511003 51.419982)
SSEN-2811012240,POINT (-0.510118 51.422417)
SSEN-2811013020,POINT (-0.501438 51.432728)
SSEN-2811013040,POINT (-0.498305 51.433525)
SSEN-2811013080,POINT (-0.494815 51.433759)
SSEN-2811013120,POINT (-0.495231 51.42943)
SSEN-2811013140,POINT (-0.493149 51.428881)
SSEN-2811013160,POINT (-0.489729 51.428343)
SSEN-2811013180,POINT (-0.480974 51.427312)
SSEN-2811013200,POINT (-0.485126 51.428751)
SSEN-2811013220,POINT (-0.482546 51.429356)
SSEN-2811013240,POINT (-0.472202 51.427657)
SSEN-2811013260,POINT (-0.472367 51.42917)
SSEN-2811014020,POINT (-0.508164 51.434721)
SSEN-2811014060,POINT (-0.511854 51.437591)
SSEN-2811014160,POINT (-0.509514 51.436995)
SSEN-2811015020,POINT (-0.495516 51.43214)
SSEN-2811015040,POINT (-0.474684 51.434766)
SSEN-2811015060,POINT (-0.477429 51.433975)
SSEN-2811015080,POINT (-0.469796 51.434226)
SSEN-2811016020,POINT (-0.499829 51.4318)
SSEN-2811016040,POINT (-0.499133 51.430217)
SSEN-2811016060,POINT (-0.494311 51.426774)
SSEN-2811016080,POINT (-0.492623 51.425206)
SSEN-2811016090,POINT (-0.495178 51.42273)
SSEN-2811016100,POINT (-0.493233 51.423262)
SSEN-2811016110,POINT (-0.496106 51.424243)
SSEN-2811016190,POINT (-0.502587 51.430162)
SSEN-2811016200,POINT (-0.502075 51.428672)
SSEN-2811016210,POINT (-0.50509 51.431489)
SSEN-2812002080,POINT (-0.458106 51.445997)
SSEN-2812002120,POINT (-0.464584 51.444202)
SSEN-2812002140,POINT (-0.470508 51.443048)
SSEN-2812002160,POINT (-0.469061 51.444585)
SSEN-2812002180,POINT (-0.467228 51.450334)
SSEN-2812002200,POINT (-0.465223 51.450047)
SSEN-2812002220,POINT (-0.463947 51.454203)
SSEN-2812002320,POINT (-0.469314 51.448221)
SSEN-2812002340,POINT (-0.470727 51.443824)
SSEN-2812002360,POINT (-0.471609 51.449303)
SSEN-2812002380,POINT (-0.471146 51.45195)
SSEN-2812002400,POINT (-0.47652 51.453962)
SSEN-2812002500,POINT (-0.47269 51.45313)
SSEN-2812002520,POINT (-0.474248 51.455192)
SSEN-2812002570,POINT (-0.469677 51.457676)
SSEN-2812003020,POINT (-0.477571 51.447465)
SSEN-2812003040,POINT (-0.476884 51.45081)
SSEN-2812003060,POINT (-0.475255 51.450879)
SSEN-2812003080,POINT (-0.474156 51.448869)
SSEN-2812003180,POINT (-0.480086 51.450151)
SSEN-2812003200,POINT (-0.481453 51.452345)
SSEN-2812003220,POINT (-0.481311 51.454879)
SSEN-2812005010,POINT (-0.470087 51.44721)
SSEN-2812010050,POINT (-0.442981 51.447745)
SSEN-2812010060,POINT (-0.443053 51.447672)
SSEN-2812010070,POINT (-0.442418 51.447579)
SSEN-2813001060,POINT (-0.475288 51.484035)
SSEN-2813001080,POINT (-0.475833 51.487118)
SSEN-2813001120,POINT (-0.478871 51.487607)
SSEN-2813001130,POINT (-0.481246 51.488078)
SSEN-2813001200,POINT (-0.475699 51.488995)
SSEN-2813001240,POINT (-0.473725 51.48986)
SSEN-2813001280,POINT (-0.456329 51.497833)
SSEN-2813001360,POINT (-0.457721 51.49331)
SSEN-2813001400,POINT (-0.456179 51.489918)
SSEN-2813001420,POINT (-0.455061 51.488042)
SSEN-2813001440,POINT (-0.455135 51.485444)
SSEN-2813001500,POINT (-0.448239 51.482799)
SSEN-2813006020,POINT (-0.475736 51.482251)
SSEN-2813006070,POINT (-0.484841 51.481299)
SSEN-2813006090,POINT (-0.486485 51.482112)
SSEN-2813008020,POINT (-0.459614 51.481591)
SSEN-2813008080,POINT (-0.455164 51.483304)
SSEN-2816001010,POINT (-0.435685 51.455681)
SSEN-2816001020,POINT (-0.433252 51.457393)
SSEN-2816001030,POINT (-0.433868 51.45875)
SSEN-2816001040,POINT (-0.434472 51.455386)
SSEN-2816001050,POINT (-0.431925 51.456629)
SSEN-2816004010,POINT (-0.443513 51.452791)
SSEN-2816004020,POINT (-0.442452 51.454791)
SSEN-2816004070,POINT (-0.432649 51.461117)
SSEN-2816004080,POINT (-0.431618 51.458873)
SSEN-2816004090,POINT (-0.42774 51.462391)
SSEN-2816005010,POINT (-0.445028 51.450572)
SSEN-2816005020,POINT (-0.448113 51.448275)
SSEN-2816005080,POINT (-0.452361 51.436713)
SSEN-2816005090,POINT (-0.456003 51.43623)
SSEN-2816005100,POINT (-0.461815 51.437107)
SSEN-2816006010,POINT (-0.432418 51.44812)
SSEN-2816006020,POINT (-0.433743 51.449774)
SSEN-2816006030,POINT (-0.434289 51.448523)
SSEN-2816006040,POINT (-0.430122 51.450436)
SSEN-2816006050,POINT (-0.426612 51.449139)
SSEN-2816006060,POINT (-0.428291 51.447174)
SSEN-2816006070,POINT (-0.425633 51.452084)
SSEN-2816006080,POINT (-0.421935 51.450961)
SSEN-2816006090,POINT (-0.423871 51.450181)
SSEN-2816006100,POINT (-0.42364 51.446833)
SSEN-2816006110,POINT (-0.419464 51.450671)
SSEN-2816006120,POINT (-0.420433 51.452626)
SSEN-2816006130,POINT (-0.418408 51.448336)
SSEN-2816008010,POINT (-0.43772 51.450879)
SSEN-2816008020,POINT (-0.431287 51.452574)
SSEN-2816008025,POINT (-0.430867 51.452397)
SSEN-2816008030,POINT (-0.433614 51.453972)
SSEN-2816009020,POINT (-0.445126 51.453604)
SSEN-2816009110,POINT (-0.463438 51.456152)
SSEN-2816010010,POINT (-0.436988 51.452084)
SSEN-2816010020,POINT (-0.429555 51.453962)
SSEN-2816010030,POINT (-0.426857 51.454574)
SSEN-2816010040,POINT (-0.425174 51.456215)
SSEN-2816010050,POINT (-0.421986 51.45476)
SSEN-2816010060,POINT (-0.416673 51.454814)
SSEN-2816010080,POINT (-0.418005 51.456667)
SSEN-2816010100,POINT (-0.413982 51.456451)
SSEN-2816010140,POINT (-0.411607 51.455204)
SSEN-2816011010,POINT (-0.441021 51.451157)
SSEN-2816011020,POINT (-0.440766 51.44851)
SSEN-2816011080,POINT (-0.425492 51.441948)
SSEN-2816011090,POINT (-0.425746 51.444191)
SSEN-2816011100,POINT (-0.424277 51.444216)
SSEN-2816011110,POINT (-0.424058 51.443062)
SSEN-2816011120,POINT (-0.425185 51.438363)
SSEN-2816011130,POINT (-0.425016 51.440314)
SSEN-2816011140,POINT (-0.420966 51.440916)
SSEN-2818001020,POINT (-0.386613 51.472156)
SSEN-2818001060,POINT (-0.383593 51.468373)
SSEN-2818001100,POINT (-0.380432 51.469013)
SSEN-2818001120,POINT (-0.376537 51.468806)
SSEN-2818001140,POINT (-0.3733 51.470776)
SSEN-2818001160,POINT (-0.373581 51.46935)
SSEN-2818001180,POINT (-0.370959 51.470213)
SSEN-2818001200,POINT (-0.372866 51.468396)
SSEN-2818001260,POINT (-0.365979 51.469343)
SSEN-2818001290,POINT (-0.367439 51.469597)
SSEN-2818001300,POINT (-0.36588 51.470097)
SSEN-2818001310,POINT (-0.368117 51.471576)
SSEN-2818001320,POINT (-0.367399 51.473655)
SSEN-2818002020,POINT (-0.383543 51.475899)
SSEN-2818002120,POINT (-0.374163 51.482136)
SSEN-2818002140,POINT (-0.375628 51.481446)
SSEN-2818002160,POINT (-0.369935 51.480747)
SSEN-2818002260,POINT (-0.367617 51.481146)
SSEN-2818002280,POINT (-0.361248 51.481642)
SSEN-2818002300,POINT (-0.362904 51.478436)
SSEN-2818002340,POINT (-0.356273 51.479018)
SSEN-2818002360,POINT (-0.35608 51.481974)
SSEN-2818003020,POINT (-0.382616 51.480949)
SSEN-2818003040,POINT (-0.385961 51.484089)
SSEN-2818003060,POINT (-0.38522 51.482253)
SSEN-2818003080,POINT (-0.388287 51.481846)
SSEN-2818003180,POINT (-0.394585 51.475565)
SSEN-2818003200,POINT (-0.395802 51.474548)
SSEN-2818003220,POINT (-0.400636 51.474668)
SSEN-2818003240,POINT (-0.401496 51.473115)
SSEN-2818003260,POINT (-0.398642 51.47527)
SSEN-2818004020,POINT (-0.378499 51.472754)
SSEN-2818004030,POINT (-0.377599 51.466483)
SSEN-2818004050,POINT (-0.375729 51.467313)
SSEN-2818004060,POINT (-0.373779 51.465387)
SSEN-2818004080,POINT (-0.380321 51.462798)
SSEN-2818004090,POINT (-0.381173 51.461092)
SSEN-2818004100,POINT (-0.378927 51.460279)
SSEN-2818004120,POINT (-0.38125 51.459834)
SSEN-2818004130,POINT (-0.382315 51.459385)
SSEN-2818004140,POINT (-0.382441 51.47083)
SSEN-2818005020,POINT (-0.387969 51.474117)
SSEN-2818005040,POINT (-0.38744 51.472788)
SSEN-2818005060,POINT (-0.38928 51.473298)
SSEN-2818005080,POINT (-0.391934 51.471932)
SSEN-2818005100,POINT (-0.395552 51.472224)
SSEN-2818006005,POINT (-0.393494 51.469741)
SSEN-2818006015,POINT (-0.394046 51.467546)
SSEN-2818006025,POINT (-0.397174 51.469072)
SSEN-2818006045,POINT (-0.397052 51.470923)
SSEN-2818006055,POINT (-0.399 51.471633)
SSEN-2818006065,POINT (-0.398731 51.472718)
SSEN-2818006085,POINT (-0.389484 51.467069)
SSEN-2818006095,POINT (-0.388128 51.464704)
SSEN-2818006115,POINT (-0.391467 51.462268)
SSEN-2818006140,POINT (-0.384359 51.464634)
SSEN-2818006150,POINT (-0.386416 51.469563)
SSEN-2818006160,POINT (-0.382951 51.472699)
SSEN-2818006170,POINT (-0.382238 51.463957)
SSEN-2818006180,POINT (-0.382946 51.466305)
SSEN-2818007005,POINT (-0.388008 51.477103)
SSEN-2818007010,POINT (-0.39046 51.47782)
SSEN-2818007020,POINT (-0.377993 51.47647)
SSEN-2818007040,POINT (-0.374007 51.477215)
SSEN-2818007050,POINT (-0.37256 51.47918)
SSEN-2818007080,POINT (-0.372102 51.477737)
SSEN-2818007100,POINT (-0.367403 51.477852)
SSEN-2818007140,POINT (-0.36257 51.476885)
SSEN-2818007240,POINT (-0.364592 51.475933)
SSEN-2818007280,POINT (-0.36207 51.473964)
SSEN-2818007300,POINT (-0.365561 51.473375)
SSEN-2818009030,POINT (-0.369363 51.467708)
SSEN-2818009040,POINT (-0.36919 51.466906)
SSEN-2818009070,POINT (-0.367278 51.466834)
SSEN-2818009080,POINT (-0.363205 51.466391)
SSEN-2818009090,POINT (-0.362066 51.466042)
SSEN-2818009100,POINT (-0.364428 51.464411)
SSEN-2818009110,POINT (-0.367333 51.46516)
SSEN-2818009120,POINT (-0.361796 51.462729)
SSEN-2818009130,POINT (-0.365137 51.462677)
SSEN-2818009140,POINT (-0.359267 51.460589)
SSEN-2818009150,POINT (-0.361624 51.461504)
SSEN-2818011010,POINT (-0.438821 51.451092)
SSEN-2818011030,POINT (-0.396245 51.484095)
SSEN-2818011040,POINT (-0.399664 51.484331)
SSEN-2820001010,POINT (-0.477198 51.515357)
SSEN-2820001160,POINT (-0.462079 51.505489)
SSEN-2820001170,POINT (-0.462579 51.507305)
SSEN-2820001180,POINT (-0.463029 51.506479)
SSEN-2820001185,POINT (-0.463255 51.506)
SSEN-2820001190,POINT (-0.462198 51.506198)
SSEN-2820001200,POINT (-0.462212 51.505183)
SSEN-2820002040,POINT (-0.47011 51.517356)
SSEN-2820002060,POINT (-0.468758 51.518147)
SSEN-2820002080,POINT (-0.464337 51.517181)
SSEN-2820002100,POINT (-0.469352 51.51419)
SSEN-2820002120,POINT (-0.465765 51.515411)
SSEN-2820002140,POINT (-0.463807 51.514504)
SSEN-2820002160,POINT (-0.465683 51.51228)
SSEN-2820003020,POINT (-0.477885 51.518896)
SSEN-2820003040,POINT (-0.479606 51.522182)
SSEN-2820003060,POINT (-0.48244 51.522372)
SSEN-2820003080,POINT (-0.484094 51.522888)
SSEN-2820003100,POINT (-0.484263 51.523897)
SSEN-2820003120,POINT (-0.48283 51.523645)
SSEN-2820003220,POINT (-0.483478 51.525829)
SSEN-2820003240,POINT (-0.481481 51.526046)
SSEN-2820003260,POINT (-0.477755 51.526708)
SSEN-2820003280,POINT (-0.481361 51.527501)
SSEN-2820004020,POINT (-0.476515 51.517205)
SSEN-2820004040,POINT (-0.473903 51.51513)
SSEN-2820004060,POINT (-0.475122 51.514894)
SSEN-2820004080,POINT (-0.472086 51.513866)
SSEN-2820004100,POINT (-0.472622 51.513801)
SSEN-2820004140,POINT (-0.471916 51.512497)
SSEN-2820004200,POINT (-0.469715 51.51066)
SSEN-2820004220,POINT (-0.467527 51.51101)
SSEN-2820004240,POINT (-0.466551 51.51133)
SSEN-2820004250,POINT (-0.466916 51.508567)
SSEN-2820004260,POINT (-0.469509 51.503923)
SSEN-2820004280,POINT (-0.466458 51.504242)
SSEN-2820004350,POINT (-0.467394 51.502951)
SSEN-2820004420,POINT (-0.467477 51.499202)
SSEN-2820004440,POINT (-0.471023 51.498709)
SSEN-2820004460,POINT (-0.475829 51.497171)
SSEN-2820004480,POINT (-0.472807 51.495783)
SSEN-2820004500,POINT (-0.476026 51.495168)
SSEN-2820004520,POINT (-0.478275 51.499433)
SSEN-2820004540,POINT (-0.479405 51.501399)
SSEN-2820005020,POINT (-0.479054 51.518857)
SSEN-2820005080,POINT (-0.481774 51.520727)
SSEN-2820005120,POINT (-0.484568 51.530339)
SSEN-2820006040,POINT (-0.476721 51.51362)
SSEN-2820006060,POINT (-0.477819 51.513104)
SSEN-2820006080,POINT (-0.477728 51.513793)
SSEN-2820006100,POINT (-0.47677 51.51086)
SSEN-2820006140,POINT (-0.473821 51.510687)
SSEN-2820006145,POINT (-0.473292 51.510583)
SSEN-2820006160,POINT (-0.473038 51.508672)
SSEN-2820006180,POINT (-0.470723 51.508965)
SSEN-2820006200,POINT (-0.476024 51.509457)
SSEN-2820006220,POINT (-0.480443 51.507878)
SSEN-2820006240,POINT (-0.483 51.509403)
SSEN-2820006260,POINT (-0.477832 51.507106)
SSEN-2820006280,POINT (-0.475848 51.504814)
SSEN-2820006300,POINT (-0.478533 51.502484)
SSEN-2820006320,POINT (-0.480359 51.503048)
SSEN-2820007025,POINT (-0.461029 51.507007)
SSEN-2820007027,POINT (-0.459189 51.504736)
SSEN-2820007030,POINT (-0.460501 51.504795)
SSEN-2820008020,POINT (-0.460476 51.516277)
SSEN-2820009120,POINT (-0.467986 51.508075)
SSEN-2820009140,POINT (-0.464634 51.507492)
SSEN-2820009160,POINT (-0.464558 51.506313)
SSEN-2820009180,POINT (-0.471764 51.506704)
SSEN-2820009200,POINT (-0.471957 51.507839)
SSEN-2820010020,POINT (-0.458919 51.518864)
SSEN-2820010040,POINT (-0.454978 51.519873)
SSEN-2820011005,POINT (-0.502756 51.516914)
SSEN-2820011010,POINT (-0.504194 51.518344)
SSEN-2820011015,POINT (-0.503478 51.520376)
SSEN-2820011020,POINT (-0.50796 51.520406)
SSEN-2820011025,POINT (-0.508965 51.518774)
SSEN-2820011030,POINT (-0.512368 51.52093)
SSEN-2820011035,POINT (-0.518748 51.519761)
SSEN-2820011040,POINT (-0.530136 51.517494)
SSEN-2820011045,POINT (-0.526553 51.519113)
SSEN-2820011050,POINT (-0.526284 51.522967)
SSEN-2820011060,POINT (-0.528272 51.52702)
SSEN-2820011125,POINT (-0.50784 51.513939)
SSEN-2820011140,POINT (-0.534679 51.530401)
SSEN-2820011150,POINT (-0.529192 51.532922)
SSEN-2820011160,POINT (-0.52182 51.533953)
SSEN-2820011170,POINT (-0.523753 51.532125)
SSEN-2820011180,POINT (-0.517397 51.529392)
SSEN-2820011190,POINT (-0.521656 51.528772)
SSEN-2820011200,POINT (-0.519017 51.526131)
SSEN-2820011240,POINT (-0.493033 51.526789)
SSEN-2820011280,POINT (-0.488706 51.525978)
SSEN-2820012020,POINT (-0.476617 51.520624)
SSEN-2820012030,POINT (-0.476439 51.521629)
SSEN-2820012040,POINT (-0.474858 51.523218)
SSEN-2820012060,POINT (-0.47654 51.525074)
SSEN-2820012080,POINT (-0.47384 51.526504)
SSEN-2820012100,POINT (-0.475079 51.527816)
SSEN-2820012120,POINT (-0.476747 51.530993)
SSEN-2820012130,POINT (-0.476386 51.538749)
SSEN-2820012140,POINT (-0.479123 51.539631)
SSEN-2820012150,POINT (-0.47735 51.540974)
SSEN-2820012160,POINT (-0.47868 51.54305)
SSEN-2820012170,POINT (-0.473524 51.542426)
SSEN-2820012180,POINT (-0.473878 51.538743)
SSEN-2820012190,POINT (-0.469814 51.538241)
SSEN-2820012200,POINT (-0.48172 51.530581)
SSEN-2820016010,POINT (-0.462778 51.505217)
SSEN-2820016050,POINT (-0.458493 51.497063)
SSEN-2822002010,POINT (-0.337913 51.460352)
SSEN-2822002030,POINT (-0.33415 51.460901)
SSEN-2822002060,POINT (-0.332465 51.462486)
SSEN-2822002070,POINT (-0.330973 51.463149)
SSEN-2822004020,POINT (-0.348045 51.469182)
SSEN-2822004040,POINT (-0.357373 51.468018)
SSEN-2822004060,POINT (-0.359587 51.46893)
SSEN-2822004097,POINT (-0.36536 51.46893)
SSEN-2822005020,POINT (-0.355192 51.466611)
SSEN-2822005040,POINT (-0.358614 51.46594)
SSEN-2822005060,POINT (-0.366714 51.45965)
SSEN-2822005100,POINT (-0.371301 51.463419)
SSEN-2822005120,POINT (-0.367947 51.462617)
SSEN-2822005140,POINT (-0.370713 51.461334)
SSEN-2822005160,POINT (-0.371524 51.458791)
SSEN-2822005180,POINT (-0.367535 51.457612)
SSEN-2822005200,POINT (-0.363212 51.45935)
SSEN-2822005220,POINT (-0.361744 51.458151)
SSEN-2822005380,POINT (-0.374085 51.460032)
SSEN-2822005400,POINT (-0.373909 51.462142)
SSEN-2822005420,POINT (-0.37717 51.461936)
SSEN-2822005440,POINT (-0.376414 51.463751)
SSEN-2822005460,POINT (-0.372997 51.467138)
SSEN-2822005480,POINT (-0.3734 51.467135)
SSEN-2822005485,POINT (-0.370851 51.466227)
SSEN-2822006020,POINT (-0.336551 51.466933)
SSEN-2822006060,POINT (-0.334485 51.469493)
SSEN-2822006080,POINT (-0.333783 51.470194)
SSEN-2822006100,POINT (-0.332171 51.470162)
SSEN-2822006110,POINT (-0.333267 51.471697)
SSEN-2822006120,POINT (-0.332322 51.472736)
SSEN-2822006200,POINT (-0.328434 51.46724)
SSEN-2822006280,POINT (-0.327092 51.46535)
SSEN-2822006300,POINT (-0.322842 51.465038)
SSEN-2822006320,POINT (-0.325187 51.463111)
SSEN-2822008020,POINT (-0.342209 51.471707)
SSEN-2822008040,POINT (-0.342292 51.470188)
SSEN-2822008060,POINT (-0.339042 51.472067)
SSEN-2822008080,POINT (-0.337357 51.472475)
SSEN-2822008100,POINT (-0.335383 51.472519)
